user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
bin.4	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__	N/A	N/A	N/A	N/A	N/A	GCF_003056345.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__Devosia submarina	82.02	0.54	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_003056355.1, s__Devosia naphthalenivorans, 95.0, 81.65, 0.54; GCF_001426345.1, s__Devosia sp001426345, 95.0, 80.57, 0.46; GCA_018828145.1, s__Devosia sp018828145, 95.0, 80.53, 0.48; GCA_014860165.1, s__Devosia sp014860165, 95.0, 80.43, 0.44; GCF_001427605.1, s__Devosia sp001427605, 95.0, 80.35, 0.45; GCF_007859655.1, s__Devosia ginsengisoli, 95.0, 80.34, 0.44; GCF_005222805.1, s__Devosia sp005222805, 95.0, 80.28, 0.45; GCF_020169335.1, s__Devosia sp020169335, 95.0, 80.21, 0.45; GCF_022429625.1, s__Devosia sp022429625, 95.0, 80.19, 0.47; GCF_900110945.1, s__Devosia sp900110945, 95.0, 80.17, 0.46; GCA_024707105.1, s__Devosia ginsengisoli_A, 95.0, 80.16, 0.45; GCF_021729885.1, s__Devosia sp021729885, 95.0, 80.09, 0.45; GCF_016698645.1, s__Devosia oryziradicis, 95.0, 79.98, 0.5; GCA_900470445.1, s__Devosia sp900470445, 95.0, 79.96, 0.44; GCF_014926585.1, s__Devosia beringensis, 95.0, 79.93, 0.46; GCF_000735585.1, s__Devosia sp000735585, 95.0, 79.8, 0.43; GCF_000971275.1, s__Devosia psychrophila, 95.0, 79.75, 0.43; GCF_004005995.1, s__Devosia sp004005995, 95.0, 79.43, 0.38; GCF_900128975.1, s__Devosia limi, 95.0, 79.39, 0.39; GCF_000971295.1, s__Devosia epidermidihirudinis, 95.0, 79.32, 0.38; GCF_018334155.1, s__Devosia sp018334155, 95.0, 79.29, 0.41; GCA_934553185.1, s__Devosia sp934553185, 95.0, 79.24, 0.47; GCF_011058215.1, s__Devosia aurantiaca, 95.0, 79.24, 0.4; GCF_001650025.1, s__Devosia elaeis, 95.0, 79.22, 0.38; GCF_019504385.1, s__Devosia salina, 95.0, 79.2, 0.4; GCF_016698665.1, s__Devosia rhizoryzae, 95.0, 79.1, 0.4; GCF_016411825.1, s__Devosia sediminis, 95.0, 79.05, 0.36; GCF_900631955.1, s__Devosia equisanguinis, 95.0, 79.05, 0.36; GCA_023433775.1, s__Devosia sp023433775, 95.0, 79.0, 0.39; GCA_018820005.1, s__Devosia sp018820005, 95.0, 78.99, 0.39; GCA_023391095.1, s__Devosia sp023391095, 95.0, 78.99, 0.38; GCA_023431205.1, s__Devosia sp023431205, 95.0, 78.97, 0.41; GCA_023388175.1, s__Devosia sp023388175, 95.0, 78.96, 0.35; GCF_000743575.1, s__Devosia riboflavina, 95.0, 78.92, 0.36; GCF_024273195.1, s__Devosia sp024273195, 95.0, 78.88, 0.38; GCF_900177655.1, s__Devosia lucknowensis, 95.0, 78.79, 0.35; GCF_015158295.1, s__Devosia faecipullorum, 95.0, 78.77, 0.35; GCF_000969445.1, s__Devosia chinhatensis, 95.0, 78.77, 0.38; GCF_014837245.1, s__Devosia sp014837245, 95.0, 78.75, 0.35; GCF_900116545.1, s__Devosia crocina, 95.0, 78.74, 0.32; GCF_001427875.1, s__Devosia sp001427875, 95.0, 78.72, 0.33; GCA_017744655.1, s__Devosia sp017744655, 95.0, 78.72, 0.35; GCA_015234425.1, s__Devosia sp015234425, 95.0, 78.69, 0.34; GCA_024707125.1, s__Devosia sp024707125, 95.0, 78.67, 0.34; GCF_001425445.1, s__Devosia sp001425445, 95.0, 78.6, 0.34; GCF_003056405.1, s__Devosia indica, 95.0, 78.57, 0.35; GCA_017307565.1, s__Devosia sp017307565, 95.0, 78.55, 0.29; GCF_014197055.1, s__Devosia subaequoris, 95.0, 78.53, 0.34; GCF_000970455.1, s__Devosia soli, 95.0, 78.51, 0.36; GCF_009758415.1, s__Devosia marina, 95.0, 78.45, 0.34; GCA_023436745.1, s__Devosia sp023436745, 95.0, 78.39, 0.37; GCA_012799265.1, s__Devosia sp012799265, 95.0, 78.32, 0.36; GCA_025050575.1, s__Devosia symbiotica, 95.0, 78.26, 0.39; GCA_913055165.1, s__Devosia sp913055165, 95.0, 78.24, 0.32; GCF_000969415.1, s__Devosia geojensis, 95.0, 78.23, 0.3; GCA_913775215.1, s__Devosia sp913775215, 95.0, 78.17, 0.33; GCA_023437755.1, s__Devosia sp023437755, 95.0, 78.0, 0.37; GCA_023387585.1, s__Devosia sp023387585, 95.0, 77.91, 0.3; GCF_014127105.1, s__Devosia sp014127105, 95.0, 77.45, 0.2; GCF_014652635.1, s__Devosia pacifica, 95.0, 77.17, 0.19"	93.21	11	0.9887724168975628	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.43	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp022239325	GCA_022239325.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp022239325	99.38	0.98	GCA_022239325.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp022239325	99.38	0.98	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_018500065.1, s__MAG-120531 sp018500065, 95.0, 81.82, 0.67; GCA_000173115.1, s__MAG-120531 sp000173115, 95.0, 78.58, 0.38; GCA_905182295.1, s__MAG-120531 sp905182295, 95.0, 78.5, 0.33; GCA_018401115.1, s__MAG-120531 sp018401115, 95.0, 78.4, 0.43; GCA_024643325.1, s__MAG-120531 sp024643325, 95.0, 78.28, 0.37; GCA_013373635.1, s__MAG-120531 sp013373635, 95.0, 76.75, 0.1"	94.22	11	N/A	N/A
bin.47	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__	N/A	N/A	N/A	N/A	N/A	GCA_913057135.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp913057135	79.73	0.56	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_012270045.1, s__Luminiphilus sp012270045, 95.0, 76.4, 0.06; GCF_000158175.1, s__Luminiphilus syltensis, 95.0, 76.27, 0.05"	85.62	11	0.981434622	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 10.0% of markers with multiple hits
bin.48	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Coleofasciculus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000155555.1	95	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Coleofasciculus;s__Coleofasciculus chthonoplastes	92.49	0.91	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Coleofasciculus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	84.41	11	0.9884334398686673	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.5	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Tc-Br11-B2g6-7;s__	N/A	N/A	N/A	N/A	N/A	GCA_009908945.1	95	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Tc-Br11-B2g6-7;s__Tc-Br11-B2g6-7 sp009908945	84.18	0.73	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Tc-Br11-B2g6-7;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_001564055.1, s__Tc-Br11-B2g6-7 sp001564055, 95.0, 83.24, 0.71; GCA_007124945.1, s__Tc-Br11-B2g6-7 sp007124945, 95.0, 77.67, 0.2"	85.06	11	0.9821428269852885	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.51	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Halothiobacillales;f__Halothiobacillaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Halothiobacillales;f__Halothiobacillaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.82	11	0.835158024	N/A
bin.52	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAGXLC01;g__JAGXLC01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAGXLC01;g__JAGXLC01;s__	ANI	classification based on placement in class-level tree	"GCA_018334875.1, s__JAGXLC01 sp018334875, 95.0, 79.14, 0.45; GCA_021740225.1, s__JAGXLC01 sp021740225, 95.0, 78.46, 0.36; GCA_913055635.1, s__JAGXLC01 sp913055635, 95.0, 76.24, 0.08; GCA_913055895.1, s__JAGXLC01 sp913055895, 95.0, 76.12, 0.08; GCA_018334675.1, s__JAGXLC01 sp018334675, 95.0, 76.11, 0.09"	84.77	11	0.9449987032438799	N/A
bin.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAGXLC01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAGXLC01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	54.04	11	0.860690183	N/A
bin.79	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Salaquimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_024639745.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Salaquimonas;s__Salaquimonas sp024639745	76.23	0.08	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Salaquimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_023954255.1, s__Salaquimonas sp023954255, 95.0, 78.13, 0.38; GCA_020441665.1, s__Salaquimonas sp020441665, 95.0, 77.99, 0.32; GCF_001953055.1, s__Salaquimonas pukyongi, 95.0, 77.8, 0.28; GCA_020637805.1, s__Salaquimonas sp020637805, 95.0, 77.73, 0.25; GCA_020441735.1, s__Salaquimonas sp020441735, 95.0, 77.33, 0.22"	68.14	11	0.9449133247750684	N/A
bin.85	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JANSXY01;s__	N/A	N/A	N/A	N/A	N/A	GCA_024742695.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JANSXY01;s__JANSXY01 sp024742695	90.79	0.85	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JANSXY01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	64.45	11	0.9857575994467908	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.96	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__CAJXVY01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__CAJXVY01;s__	ANI	classification based on placement in class-level tree	"GCA_913056225.1, s__CAJXVY01 sp913056225, 95.0, 78.9, 0.4; GCA_913062975.1, s__CAJXVY01 sp913062975, 95.0, 78.75, 0.4; GCA_913060985.1, s__CAJXVY01 sp913060985, 95.0, 78.34, 0.45; GCA_913062665.1, s__CAJXVY01 sp913062665, 95.0, 78.0, 0.41"	73.8	11	0.9739818724592758	N/A
