metagenome_origin	seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_46994_length_846_cov_3.156764	846	No terminal repeats	2	11	0.9355	NA	1	1.6999	T_virB2	NA
220808_BK_F14_DNA_hard_red_contigs_plasmid_summary.tsv	NODE_139455_length_846_cov_2.668774	846	No terminal repeats	1	11	0.9453	NA	1	1.1201	NA	NA
220811_MW_F13_DNA_sed_A_contigs_plasmid_summary.tsv	NODE_94803_length_846_cov_3.671302	846	No terminal repeats	1	11	0.9493	NA	1	1.6297	NA	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_70167_length_846_cov_2.917826	846	No terminal repeats	2	11	0.9508	NA	2	2.5463	F_traU;F_trbC	NA
220805_MW_S1_DNA_T4_Sed_B_contigs_plasmid_summary.tsv	NODE_25903_length_846_cov_110.695322	846	No terminal repeats	1	11	0.9938	NA	1	1.7183	NA	NA
220809_MW_F8_DNA_BrineB_A_contigs_plasmid_summary.tsv	NODE_44508_length_847_cov_3.773990	847	No terminal repeats	3	11	0.7483	NA	1	1.9542	NA	NA
220808_BK_F14_DNA_mat_black_2_contigs_plasmid_summary.tsv	NODE_150808_length_847_cov_4.035354	847	No terminal repeats	1	11	0.9099	NA	1	1.5023	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_56310_length_847_cov_16.540404	847	No terminal repeats	1	11	0.9356	NA	1	1.1151	NA	NA
220808_BK_F13_DNA_mat_red_contigs_plasmid_summary.tsv	NODE_164198_length_848_cov_2.682219	848	No terminal repeats	1	11	0.8976	NA	1	0.9963	NA	NA
220811_JW_F21_DNA_Brine_contigs_plasmid_summary.tsv	NODE_31698_length_848_cov_24.779319	848	No terminal repeats	1	11	0.9779	NA	1	1.6894	NA	NA
220809_MW_S9_DNA_BrineB_A_contigs_plasmid_summary.tsv	NODE_34555_length_849_cov_3.292191	849	No terminal repeats	1	11	0.7874	NA	1	1.2206	NA	NA
220808_BK_F13_DNA_mat_brick_2_contigs_plasmid_summary.tsv	NODE_32512_length_849_cov_3.610831	849	No terminal repeats	2	11	0.8265	NA	1	1.3323	NA	NA
220806_BK_F5_DNA_salt_contigs_plasmid_summary.tsv	NODE_151995_length_849_cov_2.919395	849	No terminal repeats	2	11	0.8496	NA	1	1.1201	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_66133_length_849_cov_2.772040	849	No terminal repeats	2	11	0.8517	NA	1	1.1201	NA	NA
220806_BK_F6E_DNA_sed_beige_contigs_plasmid_summary.tsv	NODE_96959_length_849_cov_2.453401	849	No terminal repeats	2	11	0.8953	NA	1	0.9172	NA	NA
220815_LF_B3_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_35002_length_849_cov_424.051637	849	No terminal repeats	2	11	0.9484	NA	1	1.6588	NA	NA
220806_BK_F5_DNA_sed_black_contigs_plasmid_summary.tsv	NODE_108431_length_849_cov_2.969773	849	No terminal repeats	1	11	0.965	NA	1	0.6536	NA	NA
220808_BK_F10_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_37902_length_849_cov_39.352645	849	No terminal repeats	1	11	0.9781	NA	1	0.663	NA	NA
220808_BK_F13_DNA_sed_core_contigs_plasmid_summary.tsv	NODE_121852_length_849_cov_5.168766	849	No terminal repeats	1	11	0.9784	NA	1	1.5023	NA	NA
220807_MW_S8_DNA_Mat_A_contigs_plasmid_summary.tsv	NODE_110234_length_849_cov_2.779597	849	No terminal repeats	1	11	0.9823	NA	1	1.6827	NA	NA
220806_MW_S1_DNA_NextDay_A_contigs_plasmid_summary.tsv	NODE_26529_length_849_cov_91.332494	849	No terminal repeats	1	11	0.9848	NA	1	0.9293	NA	NA
220805_MW_S1_DNA_Brine_contigs_plasmid_summary.tsv	NODE_38735_length_849_cov_108.041562	849	No terminal repeats	1	11	0.9853	NA	1	0.9293	NA	NA
220805_BK_F3_DNA_sed_contigs_plasmid_summary.tsv	NODE_39206_length_850_cov_4.304403	850	No terminal repeats	2	11	0.7588	NA	1	1.1742	NA	NA
220807_MW_S8_DNA_Mat_A_contigs_plasmid_summary.tsv	NODE_109789_length_850_cov_8.918239	850	No terminal repeats	2	11	0.8346	NA	1	1.1201	NA	NA
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_117343_length_850_cov_4.347170	850	No terminal repeats	1	11	0.8415	NA	1	1.6297	NA	NA
220808_BK_F13_DNA_mat_brick_1_contigs_plasmid_summary.tsv	NODE_91310_length_850_cov_2.115723	850	No terminal repeats	3	11	0.8504	NA	1	0.9172	NA	NA
220805_BK_F3_DNA_sed_contigs_plasmid_summary.tsv	NODE_39217_length_850_cov_3.433962	850	No terminal repeats	3	11	0.9037	NA	1	1.134	NA	NA
220806_BK_F6E_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_52660_length_850_cov_11.949686	850	No terminal repeats	2	11	0.9196	NA	2	2.1659	T_virB6;T_virB8	NA
220808_BK_F9_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_46009_length_850_cov_4.150943	850	No terminal repeats	1	11	0.9269	NA	1	1.1201	NA	NA
220808_BK_F13_DNA_sed_core_contigs_plasmid_summary.tsv	NODE_121738_length_850_cov_2.567296	850	No terminal repeats	2	11	0.9411	NA	1	1.5477	T_virB5	NA
220806_BK_F6E_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_52668_length_850_cov_7.247799	850	No terminal repeats	2	11	0.9491	NA	2	2.1659	T_virB6;T_virB8	NA
220808_BK_F14_DNA_mat_dualtone_contigs_plasmid_summary.tsv	NODE_116772_length_850_cov_5.582390	850	No terminal repeats	2	11	0.9547	NA	2	2.3794	F_traF;F_trbC	NA
220807_MW_S7_DNA_Sed_B_contigs_plasmid_summary.tsv	NODE_92070_length_850_cov_3.065409	850	No terminal repeats	1	11	0.9567	NA	1	1.6297	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_123511_length_850_cov_3.670440	850	No terminal repeats	2	11	0.984	NA	1	1.7183	NA	NA
220808_BK_F13_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_124954_length_850_cov_6.041509	850	No terminal repeats	1	11	0.9883	NA	1	1.6827	NA	NA
220812_MW_F9_DNA_Porewater_A_contigs_plasmid_summary.tsv	NODE_16818_length_851_cov_5.396985	851	No terminal repeats	1	11	0.8026	NA	1	1.264	NA	NA
220808_BK_F14_DNA_mat_dualtone_contigs_plasmid_summary.tsv	NODE_116583_length_851_cov_4.962312	851	No terminal repeats	2	11	0.8613	NA	1	1.1636	t4cp1	NA
220811_MW_F14_DNA_Porewater_A_contigs_plasmid_summary.tsv	NODE_83336_length_851_cov_3.358040	851	No terminal repeats	1	11	0.9156	NA	1	1.6297	NA	NA
220807_MW_S7_DNA_Porewater_1_A_contigs_plasmid_summary.tsv	NODE_141619_length_851_cov_2.908291	851	No terminal repeats	1	11	0.9177	NA	1	1.1201	NA	NA
220813_LF_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_31956_length_851_cov_5.212312	851	No terminal repeats	3	11	0.9322	NA	1	1.2389	NA	NA
220812_MW_F12_DNA_Crust_A_contigs_plasmid_summary.tsv	NODE_6603_length_851_cov_2.309045	851	No terminal repeats	1	11	0.9531	NA	1	1.6297	NA	NA
220808_BK_F13_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_124743_length_851_cov_4.500000	851	No terminal repeats	1	11	0.9738	NA	1	0.9963	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_46389_length_852_cov_5.686324	852	No terminal repeats	2	11	0.7204	NA	1	0.9769	T_virB9	NA
220808_BK_F14_DNA_mat_black_2_contigs_plasmid_summary.tsv	NODE_149119_length_852_cov_5.885822	852	No terminal repeats	1	11	0.7234	NA	1	1.0188	T_virB8	NA
220808_BK_F13_DNA_sed_black_contigs_plasmid_summary.tsv	NODE_117661_length_852_cov_4.509410	852	No terminal repeats	2	11	0.8247	NA	1	1.0377	G_tfc5	NA
220807_MW_S7_DNA_Porewater_1_A_contigs_plasmid_summary.tsv	NODE_141352_length_852_cov_2.218319	852	No terminal repeats	2	11	0.8504	NA	1	1.1201	NA	NA
220813_LF_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_31891_length_852_cov_5.376412	852	No terminal repeats	2	11	0.8926	NA	1	1.712	NA	NA
220811_JW_F20_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_63386_length_852_cov_1.303639	852	No terminal repeats	1	11	0.9262	NA	1	1.1201	NA	NA
220806_MW_S6_DNA_Brine_contigs_plasmid_summary.tsv	NODE_52617_length_852_cov_4.065245	852	No terminal repeats	1	11	0.9278	NA	1	1.6285	T_virB6	NA
220805_MW_S1_DNA_sed_D_contigs_plasmid_summary.tsv	NODE_20612_length_852_cov_3.612296	852	No terminal repeats	1	11	0.9429	NA	1	1.6297	NA	NA
220806_BK_F5_DNA_sed_black_contigs_plasmid_summary.tsv	NODE_107754_length_852_cov_3.199498	852	No terminal repeats	1	11	0.9482	NA	1	1.6297	NA	NA
220811_MW_F14_DNA_Porewater_A_contigs_plasmid_summary.tsv	NODE_83256_length_852_cov_2.058971	852	No terminal repeats	1	11	0.9487	NA	1	1.1679	NA	NA
220811_MW_F14_DNA_Porewater_A_contigs_plasmid_summary.tsv	NODE_83120_length_852_cov_40.493099	852	No terminal repeats	2	11	0.957	NA	1	1.7183	NA	NA
220808_BK_F9_DNA_sed_contigs_plasmid_summary.tsv	NODE_22922_length_852_cov_2.849435	852	No terminal repeats	2	11	0.9647	NA	1	1.7183	NA	NA
220808_BK_F14_DNA_mat_dualtone_contigs_plasmid_summary.tsv	NODE_116443_length_852_cov_2.938519	852	No terminal repeats	1	11	0.9669	NA	1	1.3449	MOBP1	NA
220805_MW_S3_DNA_Brine_contigs_plasmid_summary.tsv	NODE_94898_length_852_cov_6.164366	852	No terminal repeats	2	11	0.9727	NA	2	2.9506	F_traL;F_traE	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_69237_length_852_cov_2.770389	852	No terminal repeats	1	11	0.9733	NA	1	1.2032	NA	NA
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_116792_length_852_cov_4.447930	852	No terminal repeats	1	11	0.9755	NA	1	1.1201	NA	NA
220805_BK_F1_DNA_brine_contigs_plasmid_summary.tsv	NODE_45492_length_852_cov_3.432873	852	No terminal repeats	1	11	0.9861	NA	1	0.9293	NA	NA
220808_BK_F13_DNA_mat_brick_1_contigs_plasmid_summary.tsv	NODE_90798_length_852_cov_4.740276	852	No terminal repeats	2	11	0.9888	NA	1	2.978	T_virB6	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_30672_length_853_cov_2.293233	853	No terminal repeats	2	11	0.8124	NA	1	1.982	T_virB10	NA
220809_MW_F8_DNA_BrineB_A_contigs_plasmid_summary.tsv	NODE_43947_length_853_cov_3.023810	853	No terminal repeats	1	11	0.8133	NA	1	1.3264	F_traG	NA
220805_MW_S1_DNA_Brine_contigs_plasmid_summary.tsv	NODE_38393_length_853_cov_7.363409	853	No terminal repeats	1	11	0.848	NA	1	1.6297	NA	NA
220806_BK_F6E_DNA_sed_beige_contigs_plasmid_summary.tsv	NODE_96098_length_853_cov_4.637845	853	No terminal repeats	1	11	0.854	NA	1	1.2067	T_virB5	NA
220805_MW_S3_DNA_Brine_contigs_plasmid_summary.tsv	NODE_94694_length_853_cov_4.382206	853	No terminal repeats	1	11	0.8633	NA	1	1.1605	traU	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_75597_length_853_cov_6.224311	853	No terminal repeats	2	11	0.8882	NA	1	1.8768	NA	NA
220811_JW_F21_DNA_Brine_contigs_plasmid_summary.tsv	NODE_31308_length_853_cov_96.692982	853	No terminal repeats	2	11	0.9011	NA	1	1.712	NA	NA
220808_BK_F12_DNA_salt_contigs_plasmid_summary.tsv	NODE_77427_length_853_cov_17.916040	853	No terminal repeats	1	11	0.958	NA	1	1.6297	NA	NA
220805_MW_S1_DNA_sed_D_contigs_plasmid_summary.tsv	NODE_20561_length_853_cov_4.162907	853	No terminal repeats	1	11	0.9709	NA	1	1.6297	NA	NA
220808_BK_F13_DNA_sed_black_contigs_plasmid_summary.tsv	NODE_117480_length_853_cov_3.533835	853	No terminal repeats	1	11	0.9843	NA	1	1.7183	MOBP1	NA
220813_LF_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_31811_length_853_cov_7.431078	853	No terminal repeats	1	11	0.9849	NA	1	0.9293	NA	NA
220808_BK_F13_DNA_mat_brick_1_contigs_plasmid_summary.tsv	NODE_90367_length_854_cov_80.182728	854	No terminal repeats	1	11	0.8811	NA	1	1.3323	NA	NA
220805_MW_S1_DNA_T4_Sed_A_contigs_plasmid_summary.tsv	NODE_17113_length_854_cov_5.262829	854	No terminal repeats	1	11	0.9127	NA	1	1.6297	NA	NA
220815_LF_B3_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_34750_length_854_cov_62.291615	854	No terminal repeats	2	11	0.9271	NA	1	1.6588	NA	NA
220809_MW_F8_DNA_BrineB_A_contigs_plasmid_summary.tsv	NODE_43867_length_854_cov_2.573217	854	No terminal repeats	1	11	0.9353	NA	1	1.2591	MOBQ	NA
220812_MW_F9_DNA_Porewater_A_contigs_plasmid_summary.tsv	NODE_16677_length_854_cov_3.202753	854	No terminal repeats	1	11	0.9422	NA	1	1.6297	NA	NA
220808_BK_F13_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_123880_length_854_cov_10.264080	854	No terminal repeats	1	11	0.953	NA	1	1.7156	NA	NA
220806_BK_F5_DNA_sed_core_contigs_plasmid_summary.tsv	NODE_66421_length_854_cov_2.550688	854	No terminal repeats	1	11	0.958	NA	1	1.3449	MOBP1	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_32280_length_854_cov_3.837297	854	No terminal repeats	3	11	0.9873	NA	1	3.43	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_122519_length_854_cov_1.693367	854	No terminal repeats	3	11	0.9907	NA	1	4.6963	T_virB6	NA
220807_MW_S8_DNA_Mat_A_contigs_plasmid_summary.tsv	NODE_108886_length_854_cov_2.574468	854	No terminal repeats	1	11	0.9931	NA	1	1.7183	NA	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_68788_length_855_cov_1.925000	855	No terminal repeats	2	11	0.7786	NA	1	1.0637	NA	NA
220808_BK_F14_DNA_mat_dualtone_contigs_plasmid_summary.tsv	NODE_115697_length_855_cov_4.865000	855	No terminal repeats	1	11	0.8404	NA	1	1.1636	t4cp1	NA
220805_MW_S1_DNA_sed_D_contigs_plasmid_summary.tsv	NODE_20487_length_855_cov_3.425000	855	No terminal repeats	2	11	0.883	NA	2	2.4229	G_tfc10;G_tfc11	NA
220808_BK_F14_DNA_sed_white_contigs_plasmid_summary.tsv	NODE_29560_length_855_cov_4.775000	855	No terminal repeats	1	11	0.8958	NA	1	1.1201	NA	NA
220808_BK_F9_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_45397_length_855_cov_5.381250	855	No terminal repeats	2	11	0.909	NA	1	1.7016	NA	NA
220809_MW_S9_DNA_sed_contigs_plasmid_summary.tsv	NODE_36037_length_855_cov_4.023750	855	No terminal repeats	3	11	0.9118	NA	1	1.6285	T_virB6	NA
220809_MW_F8_DNA_BrineB_A_contigs_plasmid_summary.tsv	NODE_43716_length_855_cov_4.680000	855	No terminal repeats	3	11	0.9238	NA	1	1.4339	T_virB5	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_76050_length_855_cov_7.570000	855	No terminal repeats	1	11	0.9302	NA	1	1.6297	NA	NA
220812_MW_F12_DNA_sed_A_contigs_plasmid_summary.tsv	NODE_63520_length_855_cov_6.523750	855	No terminal repeats	1	11	0.9411	NA	1	1.6297	NA	NA
220806_BK_F5_DNA_sed_black_contigs_plasmid_summary.tsv	NODE_107014_length_855_cov_4.956250	855	No terminal repeats	1	11	0.9451	NA	1	1.6297	NA	NA
220805_MW_S1_DNA_T4_Sed_C_contigs_plasmid_summary.tsv	NODE_22813_length_855_cov_11.682500	855	No terminal repeats	1	11	0.9498	NA	1	1.6297	NA	NA
220806_BK_F6E_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_52274_length_855_cov_2.245000	855	No terminal repeats	1	11	0.9529	NA	1	1.5107	F_traK	NA
220811_JW_F21_DNA_Brine_contigs_plasmid_summary.tsv	NODE_31150_length_855_cov_18.491250	855	No terminal repeats	1	11	0.9772	NA	1	1.5598	NA	NA
220813_LF_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_31676_length_855_cov_22.608750	855	No terminal repeats	1	11	0.9775	NA	1	0.663	NA	NA
220811_MW_F13_DNA_Porewater_A_contigs_plasmid_summary.tsv	NODE_20458_length_855_cov_4.528750	855	No terminal repeats	1	11	0.9837	NA	1	1.3753	NA	NA
220805_MW_S1_DNA_Brine_contigs_plasmid_summary.tsv	NODE_38255_length_855_cov_4.131250	855	No terminal repeats	1	11	0.9864	NA	1	0.9293	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_56254_length_855_cov_9.698750	855	No terminal repeats	1	11	0.9933	NA	1	1.7183	MOBP1	NA
220811_MW_F14_DNA_Porewater_A_contigs_plasmid_summary.tsv	NODE_82689_length_856_cov_1.428215	856	No terminal repeats	3	11	0.7242	NA	1	0.9974	I_traK	NA
220805_MW_S3_DNA_Brine_contigs_plasmid_summary.tsv	NODE_93966_length_856_cov_3.998752	856	No terminal repeats	2	11	0.7868	NA	1	1.1775	I_traO	NA
220811_MW_F13_DNA_sed_A_contigs_plasmid_summary.tsv	NODE_92904_length_856_cov_3.451935	856	No terminal repeats	2	11	0.8331	NA	2	2.1386	NA	NA
220808_BK_F13_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_123443_length_856_cov_3.910112	856	No terminal repeats	1	11	0.8658	NA	1	1.6987	NA	NA
220805_MW_S3_DNA_Brine_contigs_plasmid_summary.tsv	NODE_93968_length_856_cov_3.985019	856	No terminal repeats	1	11	0.8825	NA	1	1.1528	F_trbC	NA
220811_JW_F17_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_64765_length_856_cov_6.877653	856	No terminal repeats	1	11	0.883	NA	1	1.6297	NA	NA
220808_BK_F11_DNA_sed_contigs_plasmid_summary.tsv	NODE_80955_length_856_cov_1.902622	856	No terminal repeats	3	11	0.9219	NA	1	1.4882	NA	NA
220808_BK_F14_DNA_mat_black_1_contigs_plasmid_summary.tsv	NODE_143541_length_856_cov_3.405743	856	No terminal repeats	3	11	0.943	NA	1	2.7416	NA	NA
220805_MW_S1_DNA_T4_Sed_C_contigs_plasmid_summary.tsv	NODE_22786_length_856_cov_3.167291	856	No terminal repeats	2	11	0.9645	NA	2	2.4073	G_tfc23;G_tfc24	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_37876_length_856_cov_9.449438	856	No terminal repeats	2	11	0.9743	NA	1	0.663	NA	NA
220808_BK_F13_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_46495_length_856_cov_4.912609	856	No terminal repeats	2	11	0.9888	NA	1	2.7559	NA	NA
220808_BK_F11_DNA_sed_contigs_plasmid_summary.tsv	NODE_80656_length_857_cov_4.401496	857	No terminal repeats	3	11	0.8158	NA	1	1.2453	NA	NA
220809_MW_F8_DNA_BrineB_A_contigs_plasmid_summary.tsv	NODE_43570_length_857_cov_2.317955	857	No terminal repeats	1	11	0.8438	NA	1	1.2017	F_traH	NA
220805_BK_F1_DNA_brine_contigs_plasmid_summary.tsv	NODE_45018_length_857_cov_4.819202	857	No terminal repeats	2	11	0.8811	NA	1	1.2067	T_virB5	NA
220805_BK_F3_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_45307_length_857_cov_1.881546	857	No terminal repeats	1	11	0.9359	NA	1	1.3784	MOBP1	NA
220805_MW_S1_DNA_sed_C_contigs_plasmid_summary.tsv	NODE_14596_length_857_cov_6.561097	857	No terminal repeats	1	11	0.9729	NA	1	0.663	NA	NA
220805_MW_S1_DNA_T4_Sed_B_contigs_plasmid_summary.tsv	NODE_25316_length_857_cov_13.507481	857	No terminal repeats	1	11	0.9736	NA	1	0.663	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_32044_length_857_cov_26.549875	857	No terminal repeats	2	11	0.9836	NA	2	2.529	T_virB8;T_virB9	NA
220811_MW_F13_DNA_sed_A_contigs_plasmid_summary.tsv	NODE_92744_length_857_cov_2.791771	857	No terminal repeats	1	11	0.991	NA	1	1.7183	MOBP1	NA
220808_BK_F13_DNA_mat_brick_1_contigs_plasmid_summary.tsv	NODE_89724_length_858_cov_4.099626	858	No terminal repeats	1	11	0.7768	NA	1	1.2286	G_tfc2	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_74958_length_858_cov_6.819427	858	No terminal repeats	1	11	0.8099	NA	1	0.9724	virb4	NA
220812_MW_F12_DNA_Crust_A_contigs_plasmid_summary.tsv	NODE_6506_length_858_cov_2.995019	858	No terminal repeats	1	11	0.8927	NA	1	1.6297	NA	NA
220806_BK_F6D_DNA_sed_contigs_plasmid_summary.tsv	NODE_121159_length_858_cov_4.220423	858	No terminal repeats	1	11	0.9437	NA	1	1.6297	NA	NA
220807_MW_S8_DNA_Mat_A_contigs_plasmid_summary.tsv	NODE_107698_length_858_cov_5.865504	858	No terminal repeats	2	11	0.9711	NA	1	2.6681	NA	NA
220808_BK_F13_DNA_mat_red_contigs_plasmid_summary.tsv	NODE_160882_length_858_cov_3.154421	858	No terminal repeats	1	11	0.9829	NA	1	0.9464	NA	NA
220808_BK_F14_DNA_mat_pink_contigs_plasmid_summary.tsv	NODE_99745_length_859_cov_6.088308	859	No terminal repeats	1	11	0.7974	NA	1	1.6297	NA	NA
220806_BK_F6E_DNA_sed_beige_contigs_plasmid_summary.tsv	NODE_95055_length_859_cov_4.497512	859	No terminal repeats	1	11	0.8572	NA	1	1.1997	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_74843_length_859_cov_6.847015	859	No terminal repeats	2	11	0.8757	NA	1	0.9963	NA	NA
220808_BK_F14_DNA_mat_black_2_contigs_plasmid_summary.tsv	NODE_146846_length_859_cov_4.401741	859	No terminal repeats	2	11	0.9539	NA	1	1.2722	MOBQ	NA
220815_LF_B1_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_21261_length_859_cov_8.914179	859	No terminal repeats	2	11	0.9598	NA	1	1.4963	NA	NA
220811_MW_F14_DNA_sed_A_contigs_plasmid_summary.tsv	NODE_109796_length_859_cov_2.929104	859	No terminal repeats	1	11	0.9773	NA	1	1.6987	NA	NA
220808_BK_F13_DNA_mat_brick_1_contigs_plasmid_summary.tsv	NODE_89495_length_859_cov_14.060945	859	No terminal repeats	1	11	0.9788	NA	1	1.5314	NA	NA
220811_MW_F14_DNA_sed_A_contigs_plasmid_summary.tsv	NODE_109674_length_859_cov_4.497512	859	No terminal repeats	1	11	0.9927	NA	1	1.7183	MOBP1	NA
220808_BK_F13_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_122350_length_860_cov_4.865839	860	No terminal repeats	1	11	0.7133	NA	1	1.2598	T_virB6	NA
220808_BK_F11_DNA_sed_contigs_plasmid_summary.tsv	NODE_80096_length_860_cov_4.052174	860	No terminal repeats	1	11	0.752	NA	1	1.0693	NA	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_37627_length_860_cov_3.329193	860	No terminal repeats	1	11	0.7688	NA	1	1.331	NA	NA
220808_BK_F14_DNA_mat_black_2_contigs_plasmid_summary.tsv	NODE_146577_length_860_cov_3.981366	860	No terminal repeats	2	11	0.7868	NA	1	1.1275	NA	NA
220808_BK_F13_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_122339_length_860_cov_5.388820	860	No terminal repeats	2	11	0.8521	NA	1	1.7156	NA	NA
220806_BK_F5_DNA_sed_black_contigs_plasmid_summary.tsv	NODE_105832_length_860_cov_10.768944	860	No terminal repeats	1	11	0.9103	NA	1	1.1201	NA	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_75267_length_860_cov_7.518012	860	No terminal repeats	1	11	0.911	NA	1	1.6297	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_55790_length_860_cov_9.946584	860	No terminal repeats	2	11	0.9322	NA	1	1.1742	NA	NA
220807_MW_S8_DNA_Mat_A_contigs_plasmid_summary.tsv	NODE_107298_length_860_cov_2.894410	860	No terminal repeats	1	11	0.9335	NA	1	1.6297	NA	NA
220806_BK_F5_DNA_biofilm_contigs_plasmid_summary.tsv	NODE_58892_length_860_cov_4.464596	860	No terminal repeats	1	11	0.9386	NA	1	1.6297	NA	NA
220812_MW_F9_DNA_sed_A_contigs_plasmid_summary.tsv	NODE_18703_length_861_cov_80.960298	861	No terminal repeats	1	11	0.7585	NA	1	1.3698	MOBH	NA
220816_LF_B6_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_20464_length_861_cov_4.023573	861	No terminal repeats	2	11	0.7596	NA	1	1.2598	T_virB6	NA
220808_BK_F12_DNA_sed_contigs_plasmid_summary.tsv	NODE_76009_length_861_cov_3.779156	861	No terminal repeats	1	11	0.8388	NA	1	0.9724	virb4	NA
220808_BK_F13_DNA_sed_beige_contigs_plasmid_summary.tsv	NODE_71131_length_861_cov_2.643921	861	No terminal repeats	2	11	0.857	NA	1	0.9963	NA	NA
220806_BK_F6E_DNA_mat_green_contigs_plasmid_summary.tsv	NODE_51654_length_861_cov_17.243176	861	No terminal repeats	2	11	0.9293	NA	1	2.4385	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_64441_length_861_cov_6.384615	861	No terminal repeats	1	11	0.9547	NA	1	1.6297	NA	NA
220806_MW_S6_DNA_sed_contigs_plasmid_summary.tsv	NODE_28521_length_861_cov_4.753102	861	No terminal repeats	1	11	0.9801	NA	1	1.3016	NA	NA
220809_MW_S9_DNA_BrineB_A_contigs_plasmid_summary.tsv	NODE_33722_length_861_cov_3.648883	861	No terminal repeats	2	11	0.9914	NA	1	1.7875	NA	NA
220811_MW_F13_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_26618_length_862_cov_10.684015	862	No terminal repeats	1	11	0.8772	NA	1	1.6297	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_64324_length_862_cov_5.438662	862	No terminal repeats	1	11	0.9339	NA	1	1.6297	NA	NA
220808_BK_F13_DNA_mat_brick_1_contigs_plasmid_summary.tsv	NODE_89074_length_862_cov_3.344486	862	No terminal repeats	2	4	0.9366	NA	1	1.2389	NA	NA
220808_BK_F13_DNA_mat_red_contigs_plasmid_summary.tsv	NODE_159516_length_862_cov_5.078067	862	No terminal repeats	2	11	0.9574	NA	1	1.7183	MOBP1	NA
220808_BK_F9_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_44510_length_862_cov_25.610905	862	No terminal repeats	1	11	0.9661	NA	1	1.518	MOBP1	NA
220805_MW_S4_DNA_sed_contigs_plasmid_summary.tsv	NODE_73027_length_862_cov_5.308550	862	No terminal repeats	1	11	0.9818	NA	1	0.663	NA	NA
