metagenome_origin	seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
220808_BK_F13_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4722_length_4003_cov_17.306738	4003	No terminal repeats	3	11	0.7392	NA	0	0.2467	NA	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_4164_length_4003_cov_23.221378	4003	No terminal repeats	4	11	0.798	NA	0	1.4012	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_3015_length_4003_cov_5.290274	4003	No terminal repeats	5	11	0.7991	NA	0	0.8348	NA	NA
220807_MW_S8_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2822_length_4003_cov_8.623607	4003	No terminal repeats	4	11	0.8026	NA	0	0.5594	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_4021_length_4003_cov_6.406282	4003	No terminal repeats	4	11	0.8707	NA	0	0.2146	NA	NA
220808_BK_F10_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_896_length_4003_cov_92.944022	4003	No terminal repeats	7	11	0.9306	NA	1	3.4026	NA	NA
220808_BK_F9_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_1155_length_4003_cov_28.391084	4003	No terminal repeats	6	11	0.9342	NA	0	1.2086	NA	NA
220806_BK_F6D_DNA_brine_contigs_plasmid_summary.tsv	NODE_5015_length_4003_cov_4.892857	4003	No terminal repeats	4	11	0.9353	NA	0	1.0563	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_6959_length_4003_cov_19.719605	4003	No terminal repeats	5	11	0.9402	NA	0	1.284	NA	NA
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4380_length_4003_cov_6.271783	4003	No terminal repeats	5	11	0.9503	NA	1	1.7183	NA	NA
220815_LF_B1_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_1964_length_4004_cov_15.641175	4004	No terminal repeats	5	11	0.8131	NA	0	0	NA	NA
220811_JW_F17_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2533_length_4004_cov_6.080020	4004	No terminal repeats	3	11	0.8349	NA	0	0.6847	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_7703_length_4004_cov_5.453786	4004	No terminal repeats	6	11	0.9297	NA	0	0.2834	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_3013_length_4004_cov_202.438086	4004	No terminal repeats	5	11	0.9625	NA	0	0.4692	NA	NA
220816_LF_B6_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_448_length_4005_cov_7.630633	4005	No terminal repeats	5	11	0.8135	NA	0	0	NA	NA
220807_MW_S8_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2819_length_4005_cov_11.865823	4005	No terminal repeats	6	11	0.9202	NA	0	1.0478	NA	NA
220805_MW_S4_DNA_Brine_contigs_plasmid_summary.tsv	NODE_3947_length_4006_cov_11.380157	4006	No terminal repeats	2	11	0.9437	NA	0	1.6998	NA	NA
220806_BK_F6D_DNA_brine_contigs_plasmid_summary.tsv	NODE_5007_length_4006_cov_6.606682	4006	No terminal repeats	3	11	0.9462	NA	0	1.8084	NA	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_5992_length_4006_cov_9.136421	4006	No terminal repeats	4	11	0.9869	NA	1	2.0216	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_3009_length_4007_cov_8.316043	4007	No terminal repeats	5	11	0.8297	NA	0	0.2924	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_6947_length_4007_cov_8.729251	4007	No terminal repeats	4	11	0.8895	NA	0	0	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_4160_length_4007_cov_7.479504	4007	No terminal repeats	3	11	0.8904	NA	0	1.3375	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2374_length_4007_cov_7.264929	4007	No terminal repeats	2	11	0.9331	NA	0	1.187	NA	NA
220815_LF_B3_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3787_length_4008_cov_5.688338	4008	No terminal repeats	5	11	0.8503	NA	0	0	NA	NA
220807_MW_S8_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2814_length_4008_cov_17.502656	4008	No terminal repeats	5	11	0.9386	NA	0	1.7469	NA	NA
220805_BK_F3_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1796_length_4008_cov_35.500885	4008	No terminal repeats	7	11	0.9954	NA	0	8.6563	NA	NA
220807_MW_S8_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2811_length_4009_cov_6.288316	4009	No terminal repeats	3	11	0.8438	NA	0	0.3614	NA	NA
220809_MW_F8_DNA_BrineB_A_contigs_plasmid_summary.tsv	NODE_2629_length_4009_cov_4.083207	4009	No terminal repeats	5	11	0.8441	NA	0	1.6466	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_6941_length_4009_cov_4.882903	4009	No terminal repeats	4	11	0.9102	NA	0	0	NA	NA
220806_BK_F6D_DNA_brine_contigs_plasmid_summary.tsv	NODE_5000_length_4009_cov_6.660597	4009	No terminal repeats	6	11	0.9173	NA	0	0.7634	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_6938_length_4009_cov_33.710673	4009	No terminal repeats	10	11	0.9865	NA	1	5.8521	NA	NA
220815_LF_B3_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3783_length_4010_cov_12.259924	4010	No terminal repeats	4	11	0.7287	NA	0	0	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_8827_length_4010_cov_7.194185	4010	No terminal repeats	5	11	0.8873	NA	0	0.2786	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_5634_length_4010_cov_18.294058	4010	No terminal repeats	7	11	0.8884	NA	0	0.4216	NA	NA
220806_BK_F6D_DNA_brine_contigs_plasmid_summary.tsv	NODE_4998_length_4010_cov_13.754488	4010	No terminal repeats	4	11	0.9037	NA	0	0.2189	NA	NA
220812_MW_F12_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1179_length_4011_cov_12.974722	4011	No terminal repeats	4	11	0.7893	NA	0	0.7331	NA	NA
220807_BK_F8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4438_length_4011_cov_8.357432	4011	No terminal repeats	7	11	0.8279	NA	0	3.3293	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_4150_length_4011_cov_10.853387	4011	No terminal repeats	7	11	0.9067	NA	0	0.8576	NA	NA
220805_BK_F3_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1793_length_4011_cov_10.993933	4011	No terminal repeats	7	11	0.9821	NA	2	3.4208	NA	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_4154_length_4012_cov_6.737427	4012	No terminal repeats	5	11	0.8823	NA	0	0.2691	NA	NA
220815_LF_B3_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3780_length_4012_cov_12.512762	4012	No terminal repeats	6	11	0.9099	NA	0	0.2072	NA	NA
220807_MW_S8_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2804_length_4012_cov_4.376548	4012	No terminal repeats	3	11	0.923	NA	1	1.8115	NA	NA
220805_MW_S3_DNA_Brine_contigs_plasmid_summary.tsv	NODE_3913_length_4013_cov_6.493431	4013	No terminal repeats	5	11	0.8379	NA	0	1.1026	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_7671_length_4013_cov_6.986862	4013	No terminal repeats	4	11	0.8899	NA	0	0.3386	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_8817_length_4013_cov_10.854472	4013	No terminal repeats	4	11	0.8953	NA	0	0.7192	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2366_length_4013_cov_17.544214	4013	No terminal repeats	7	11	0.9469	NA	1	2.6165	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_8815_length_4013_cov_22.034361	4013	No terminal repeats	4	11	0.9701	NA	0	2.0081	NA	NA
220813_LF_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_473_length_4013_cov_15.366094	4013	No terminal repeats	5	11	0.9809	NA	1	1.6894	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_4141_length_4014_cov_12.480172	4014	No terminal repeats	5	11	0.7131	NA	0	0.9013	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_6924_length_4014_cov_8.978530	4014	No terminal repeats	4	11	0.8739	NA	0	0.6482	NA	NA
220806_BK_F6D_DNA_brine_contigs_plasmid_summary.tsv	NODE_4985_length_4014_cov_75.985350	4014	No terminal repeats	7	11	0.9439	NA	0	1.3554	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_7663_length_4014_cov_40.472342	4014	No terminal repeats	5	11	0.9517	NA	0	1.2858	NA	NA
220805_MW_S4_DNA_Brine_contigs_plasmid_summary.tsv	NODE_3936_length_4015_cov_3.467172	4015	No terminal repeats	5	11	0.7001	NA	0	0.7324	NA	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_5970_length_4015_cov_7.140909	4015	No terminal repeats	4	11	0.826	NA	0	0.937	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_8806_length_4016_cov_97.778591	4016	No terminal repeats	4	11	0.7101	NA	0	0.2999	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_4001_length_4016_cov_3.667256	4016	No terminal repeats	5	11	0.8147	NA	0	0.3366	NA	NA
220816_LF_B5_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_3264_length_4016_cov_5.905832	4016	No terminal repeats	5	11	0.8447	NA	0	0.343	NA	NA
220805_MW_S3_DNA_Brine_contigs_plasmid_summary.tsv	NODE_3907_length_4016_cov_41.092148	4016	No terminal repeats	5	11	0.8747	NA	0	0.6599	NA	NA
220808_BK_F13_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4697_length_4016_cov_37.407220	4016	No terminal repeats	8	11	0.9785	NA	0	1.3681	NA	NA
220811_MW_F13_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2919_length_4016_cov_11.249180	4016	No terminal repeats	8	11	0.9799	NA	0	4.1664	NA	NA
220806_BK_F6D_DNA_brine_contigs_plasmid_summary.tsv	NODE_4978_length_4016_cov_33.399394	4016	No terminal repeats	4	11	0.9886	NA	0	3.0133	NA	NA
220811_JW_F20_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2274_length_4016_cov_58.209796	4016	No terminal repeats	4	11	0.9911	NA	0	1.7183	NA	NA
220805_BK_F3_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_1785_length_4017_cov_7.673902	4017	No terminal repeats	5	11	0.9631	NA	0	1.7183	NA	NA
220816_LF_B5_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_3260_length_4017_cov_154.964917	4017	No terminal repeats	6	11	0.9638	NA	0	2.3017	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_7654_length_4018_cov_22.804693	4018	No terminal repeats	5	11	0.7028	NA	0	0.0509	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_3994_length_4018_cov_8.270754	4018	No terminal repeats	6	11	0.8574	NA	0	0.2375	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_4132_length_4018_cov_8.641686	4018	No terminal repeats	5	11	0.8675	NA	0	0.1388	NA	NA
220808_BK_F13_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4692_length_4019_cov_23.952573	4019	No terminal repeats	5	11	0.9883	NA	0	2.0613	NA	NA
220815_LF_B1_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_1952_length_4020_cov_45.671879	4020	No terminal repeats	4	11	0.7456	NA	0	0	NA	NA
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4341_length_4020_cov_34.155359	4020	No terminal repeats	6	11	0.9551	NA	0	1.2675	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2359_length_4021_cov_6.231215	4021	No terminal repeats	7	11	0.7944	NA	0	0	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_7648_length_4021_cov_8.055472	4021	No terminal repeats	4	11	0.8952	NA	0	0	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_6903_length_4021_cov_6.235250	4021	No terminal repeats	5	11	0.9298	NA	0	0.8067	NA	NA
220805_MW_S3_DNA_Brine_contigs_plasmid_summary.tsv	NODE_3900_length_4021_cov_7.111952	4021	No terminal repeats	5	11	0.9701	NA	0	1.691	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_3989_length_4021_cov_5.908472	4021	No terminal repeats	4	11	0.9799	NA	0	0.8399	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_6898_length_4022_cov_9.581296	4022	No terminal repeats	4	11	0.7416	NA	0	0	NA	NA
220812_MW_F12_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1173_length_4022_cov_26.339047	4022	DTR	5	11	0.8403	NA	0	0	NA	NA
220817_LF_B8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_3554_length_4023_cov_14.159274	4023	No terminal repeats	5	11	0.7168	NA	0	0	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_5604_length_4023_cov_20.585181	4023	No terminal repeats	3	11	0.8397	NA	0	0.3145	NA	NA
220806_MW_S5_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_344_length_4023_cov_6.469506	4023	No terminal repeats	6	11	0.9383	NA	0	1.2039	NA	NA
220815_LF_B3_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3761_length_4023_cov_102.123236	4023	No terminal repeats	7	11	0.9799	NA	0	1.6786	NA	NA
220806_BK_F6D_DNA_brine_contigs_plasmid_summary.tsv	NODE_4970_length_4024_cov_54.682036	4024	No terminal repeats	8	11	0.9014	NA	0	0.7024	NA	NA
220805_MW_S1_DNA_Brine_contigs_plasmid_summary.tsv	NODE_2331_length_4025_cov_10.648866	4025	No terminal repeats	4	11	0.783	NA	0	0.2916	NA	NA
220805_MW_S4_DNA_Brine_contigs_plasmid_summary.tsv	NODE_3926_length_4025_cov_60.850378	4025	No terminal repeats	4	11	0.8899	NA	0	0.8145	NA	NF000469
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_3981_length_4026_cov_4.609922	4026	No terminal repeats	6	11	0.7541	NA	0	0.3587	NA	NA
220806_BK_F6D_DNA_brine_contigs_plasmid_summary.tsv	NODE_4967_length_4026_cov_7.022664	4026	No terminal repeats	2	11	0.7694	NA	0	0.3946	NA	NA
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4329_length_4026_cov_6.044573	4026	No terminal repeats	4	11	0.8309	NA	0	2.1675	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_5599_length_4026_cov_35.153866	4026	No terminal repeats	4	11	0.8394	NA	0	0.1811	NA	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_4117_length_4026_cov_3.895492	4026	No terminal repeats	3	11	0.9592	NA	1	1.1151	NA	NA
220812_MW_F12_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1170_length_4027_cov_5.298590	4027	No terminal repeats	5	11	0.7501	NA	0	0.6792	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_4118_length_4027_cov_6.528449	4027	No terminal repeats	6	11	0.838	NA	0	0.7443	NA	NA
220805_MW_S2_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_4117_length_4027_cov_14.976838	4027	No terminal repeats	5	11	0.9846	NA	0	2.9804	NA	NA
220808_BK_F13_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4681_length_4027_cov_9.433787	4027	No terminal repeats	7	11	0.9937	NA	0	8.2079	NA	NA
220805_MW_S3_DNA_Brine_contigs_plasmid_summary.tsv	NODE_3889_length_4029_cov_3.805486	4029	No terminal repeats	6	11	0.8255	NA	0	2.285	NA	NA
220805_MW_S1_DNA_Brine_contigs_plasmid_summary.tsv	NODE_2327_length_4029_cov_8.846754	4029	No terminal repeats	5	11	0.9153	NA	0	1.5797	NA	NA
220808_BK_F14_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_5938_length_4029_cov_8.165073	4029	No terminal repeats	4	11	0.9394	NA	0	0.9627	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_3977_length_4029_cov_6.401359	4029	No terminal repeats	1	11	0.976	NA	0	0.8159	NA	NA
220815_LF_B3_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3749_length_4030_cov_11.502138	4030	No terminal repeats	3	11	0.7141	NA	0	0	NA	NA
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4316_length_4030_cov_5.223145	4030	No terminal repeats	3	11	0.8267	NA	0	0	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_6876_length_4030_cov_14.232201	4030	No terminal repeats	6	11	0.8983	NA	0	0.3495	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2354_length_4030_cov_5.578616	4030	No terminal repeats	7	11	0.9439	NA	0	1.0693	NA	NA
220816_LF_B5_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_3244_length_4031_cov_7.024396	4031	No terminal repeats	4	11	0.7045	NA	0	0.9749	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_6873_length_4031_cov_10.617706	4031	No terminal repeats	5	11	0.8049	NA	0	2.2036	NA	NA
220807_BK_F8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4406_length_4031_cov_15.804326	4031	No terminal repeats	5	11	0.8792	NA	0	0.5269	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_6872_length_4032_cov_7.805129	4032	No terminal repeats	6	11	0.7263	NA	0	0.306	NA	NA
220804_BK_C1_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4310_length_4032_cov_11.783505	4032	No terminal repeats	5	11	0.8179	NA	0	1.7942	NA	NA
220812_MW_F12_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_1167_length_4032_cov_10.355293	4032	No terminal repeats	5	11	0.8827	NA	0	1.1348	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2980_length_4032_cov_7.062610	4032	No terminal repeats	2	11	0.8983	NA	0	0.2604	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_3682_length_4032_cov_3.961529	4032	No terminal repeats	8	11	0.9263	NA	0	1.7131	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_3680_length_4032_cov_21.895147	4032	No terminal repeats	3	11	0.9512	NA	0	1.3266	NA	NA
220808_BK_F13_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4674_length_4032_cov_5.799095	4032	No terminal repeats	2	11	0.9631	NA	1	2.6002	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2351_length_4033_cov_9.196078	4033	No terminal repeats	3	11	0.8382	NA	0	0	NA	NA
220805_MW_S1_DNA_Brine_contigs_plasmid_summary.tsv	NODE_2322_length_4033_cov_8.348416	4033	No terminal repeats	10	11	0.9931	NA	0	5.8182	NA	NA
220811_JW_F17_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2485_length_4035_cov_8.336181	4035	No terminal repeats	4	11	0.7408	NA	0	0.137	NA	NA
220808_BK_F10_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_877_length_4035_cov_58.705276	4035	No terminal repeats	4	11	0.8013	NA	0	0.3023	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_6859_length_4035_cov_8.752513	4035	No terminal repeats	4	11	0.8298	NA	0	0.5033	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_6854_length_4036_cov_12.694047	4036	No terminal repeats	6	11	0.7506	NA	0	0.5193	NA	NA
220808_BK_F12_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_3678_length_4036_cov_8.970862	4036	No terminal repeats	10	11	0.967	NA	0	1.4277	NA	NA
220807_BK_F8_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4390_length_4037_cov_108.838523	4037	No terminal repeats	3	11	0.7974	NA	0	1.3656	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_8744_length_4037_cov_21.758413	4037	No terminal repeats	3	11	0.8402	NA	0	1.7183	NA	NA
220805_MW_S1_DNA_Brine_contigs_plasmid_summary.tsv	NODE_2317_length_4037_cov_8.675540	4037	No terminal repeats	5	11	0.8436	NA	0	1.5524	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_3967_length_4037_cov_6.155198	4037	No terminal repeats	7	11	0.9142	NA	0	1.1296	NA	NA
220816_LF_B5_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_3236_length_4037_cov_11.718985	4037	No terminal repeats	5	11	0.9696	NA	0	3.2245	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_5568_length_4038_cov_4.675119	4038	No terminal repeats	10	11	0.886	NA	0	0.8746	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_3138_length_4038_cov_7.267386	4038	No terminal repeats	4	11	0.9394	NA	1	0.927	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_3139_length_4038_cov_2.604318	4038	No terminal repeats	5	11	0.9415	NA	0	1.4162	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_5563_length_4039_cov_31.803464	4039	No terminal repeats	4	11	0.7382	NA	0	0.32	NA	NA
220815_LF_B1_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_1938_length_4039_cov_14.368976	4039	No terminal repeats	4	11	0.9854	NA	0	2.7955	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_6843_length_4040_cov_4.744040	4040	No terminal repeats	6	11	0.7354	NA	0	0.7501	NA	NA
220811_JW_F18_DNA_Brine_B_contigs_plasmid_summary.tsv	NODE_2976_length_4040_cov_20.303890	4040	No terminal repeats	4	11	0.8001	NA	0	1.3505	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_6841_length_4040_cov_9.206524	4040	No terminal repeats	5	11	0.8181	NA	0	0.7116	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_3133_length_4040_cov_6.624341	4040	No terminal repeats	5	11	0.8726	NA	0	1.1375	NA	NA
220808_BK_F13_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_4666_length_4040_cov_6.884818	4040	No terminal repeats	6	11	0.8741	NA	0	0.1864	NA	NA
220815_LF_B2_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_6840_length_4041_cov_6.966633	4041	No terminal repeats	4	11	0.7118	NA	0	0	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_3132_length_4041_cov_5.477923	4041	No terminal repeats	4	11	0.7691	NA	0	0.4571	NA	NA
220808_BK_F9_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_1126_length_4041_cov_20.873557	4041	No terminal repeats	5	11	0.8079	NA	0	1.0827	NA	NA
220808_BK_F11_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_5558_length_4041_cov_48.150527	4041	No terminal repeats	4	11	0.8249	NA	0	0.6145	NA	NA
220806_BK_F6E_DNA_brine_contigs_plasmid_summary.tsv	NODE_8733_length_4041_cov_8.091570	4041	No terminal repeats	5	11	0.9751	NA	0	1.376	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_3130_length_4042_cov_7.015049	4042	No terminal repeats	6	11	0.8486	NA	0	0.3517	NA	NF033087
220807_MW_S8_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2763_length_4042_cov_16.466516	4042	No terminal repeats	6	11	0.8893	NA	0	0.7893	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_3951_length_4042_cov_7.235265	4042	No terminal repeats	5	11	0.9233	NA	0	1.0689	NA	NA
220808_BK_F9_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_1124_length_4042_cov_9.358666	4042	No terminal repeats	4	11	0.9439	NA	0	3.1403	NA	NA
220806_BK_F6D_DNA_brine_contigs_plasmid_summary.tsv	NODE_4932_length_4043_cov_9.303159	4043	No terminal repeats	5	11	0.9473	NA	0	0.4593	NA	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_875_length_4044_cov_13.561544	4044	No terminal repeats	7	11	0.7185	NA	0	0	NA	NA
220809_MW_S9_DNA_BrineC_A_contigs_plasmid_summary.tsv	NODE_901_length_4044_cov_7.257207	4044	No terminal repeats	8	11	0.9255	NA	0	0.3094	NA	NA
220811_JW_F17_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_2471_length_4044_cov_6.556781	4044	No terminal repeats	1	11	0.938	NA	1	1.6297	NA	NA
220811_JW_F19_DNA_Brine_A_contigs_plasmid_summary.tsv	NODE_3127_length_4045_cov_8.928571	4045	No terminal repeats	4	11	0.7561	NA	0	0.6907	NA	NA
220814_MW_F9_DNA_Brine_C_contigs_plasmid_summary.tsv	NODE_873_length_4045_cov_13.676692	4045	No terminal repeats	5	11	0.7795	NA	0	0	NA	NA
220812_MW_F9_DNA_Brine_contigs_plasmid_summary.tsv	NODE_2440_length_4045_cov_8.799248	4045	No terminal repeats	5	11	0.8183	NA	0	0.152	NA	NA
220816_LF_B7_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_7579_length_4045_cov_4.668922	4045	No terminal repeats	4	11	0.8574	NA	0	1.0309	NA	NA
220808_BK_F15_DNA_brine_B_contigs_plasmid_summary.tsv	NODE_3947_length_4045_cov_9.461153	4045	No terminal repeats	5	11	0.8737	NA	0	0.4966	NA	NA
220815_LF_B3_DNA_brine_A_contigs_plasmid_summary.tsv	NODE_3732_length_4045_cov_9.768672	4045	No terminal repeats	4	11	0.8776	NA	0	1.4617	NA	NA
220816_LF_B4_DNA_brine_C_contigs_plasmid_summary.tsv	NODE_2343_length_4046_cov_15.851917	4046	No terminal repeats	6	11	0.8478	NA	0	0.3314	NA	NA
220809_MW_F8_DNA_BrineA_A_contigs_plasmid_summary.tsv	NODE_4086_length_4046_cov_8.664996	4046	No terminal repeats	7	11	0.9504	NA	0	0.5403	NA	NA
220809_MW_S9_DNA_BrineB_A_contigs_plasmid_summary.tsv	NODE_555_length_4046_cov_11.961664	4046	No terminal repeats	8	11	0.96	NA	0	1.7174	NA	NA
