seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_3579417	4037	No terminal repeats	6	11	0.8093	NA	0	0	NA	NA
k141_1004711	4037	No terminal repeats	2	11	0.7749	NA	0	0	NA	NA
k141_3716492	4036	No terminal repeats	4	11	0.8248	NA	0	1.7136	NA	NA
k141_2217074	4035	No terminal repeats	8	11	0.8199	NA	0	0	NA	NA
k141_2857961	4035	No terminal repeats	7	11	0.732	NA	0	0	NA	NA
k141_1498496	4035	No terminal repeats	8	11	0.7149	NA	0	0	NA	NA
k141_1582048	4035	No terminal repeats	7	11	0.7052	NA	0	0	NA	NA
k141_2693767	4033	No terminal repeats	5	11	0.9877	NA	0	2.0503	NA	NA
k141_3312332	4033	No terminal repeats	7	11	0.8901	NA	0	0	NA	NA
k141_94270	4033	No terminal repeats	3	11	0.8878	NA	0	1.4801	NA	NA
k141_2641169	4033	No terminal repeats	7	11	0.8825	NA	0	0	NA	NA
k141_2476359	4033	No terminal repeats	5	11	0.8764	NA	0	0.9689	NA	NA
k141_1674445	4033	No terminal repeats	7	11	0.8645	NA	0	0	NA	NA
k141_2870978	4033	No terminal repeats	6	11	0.8131	NA	0	0	NA	NA
k141_249287	4033	No terminal repeats	6	11	0.7799	NA	0	0	NA	NA
k141_2401021	4033	No terminal repeats	7	11	0.7326	NA	0	0	NA	NA
k141_359413	4032	No terminal repeats	3	11	0.8181	NA	0	0	NA	NA
k141_3298253	4031	No terminal repeats	7	11	0.89	NA	0	0	NA	NA
k141_2770254	4030	No terminal repeats	5	11	0.9047	NA	0	0.8272	NA	NA
k141_3108965	4030	No terminal repeats	7	11	0.7571	NA	0	0.8334	NA	NA
k141_2333402	4029	No terminal repeats	8	11	0.8222	NA	0	0	NA	NA
k141_835409	4029	No terminal repeats	3	11	0.7744	NA	0	0	NA	NA
k141_687708	4028	No terminal repeats	4	11	0.8915	NA	0	0	NA	NA
k141_2864524	4028	No terminal repeats	4	11	0.789	NA	0	0	NA	NA
k141_517444	4028	No terminal repeats	7	11	0.7771	NA	0	0.4492	NA	NA
k141_3233279	4028	No terminal repeats	8	11	0.7694	NA	0	0	NA	NA
k141_1508181	4027	No terminal repeats	5	11	0.9285	NA	0	0.7172	NA	NA
k141_598170	4027	No terminal repeats	4	11	0.8521	NA	0	0	NA	NA
k141_2832954	4027	No terminal repeats	7	11	0.8126	NA	0	0	NA	NA
k141_3048756	4027	No terminal repeats	3	11	0.7668	NA	0	0	NA	NA
k141_3699036	4026	No terminal repeats	7	11	0.9807	NA	0	0.7115	NA	NA
k141_2629996	4026	No terminal repeats	5	11	0.8389	NA	0	0	NA	NA
k141_2550353	4026	No terminal repeats	6	11	0.7951	NA	0	0	NA	NA
k141_132814	4026	No terminal repeats	5	11	0.7752	NA	0	0	NA	NA
k141_1485733	4025	DTR	7	11	0.8043	NA	0	0	NA	NA
k141_3712396	4025	No terminal repeats	4	11	0.844	NA	0	0.7274	NA	NA
k141_3354149	4024	DTR	4	11	0.9899	NA	0	1.7183	NA	NA
k141_2713888	4024	No terminal repeats	3	11	0.8589	NA	0	0	NA	NA
k141_2279591	4024	No terminal repeats	6	11	0.797	NA	0	0	NA	NA
k141_3440786	4024	No terminal repeats	4	11	0.7671	NA	0	0	NA	NA
k141_2172905	4024	No terminal repeats	6	11	0.7576	NA	0	0	NA	NA
k141_3247682	4024	No terminal repeats	3	11	0.7238	NA	0	0	NA	NA
k141_1566925	4024	No terminal repeats	6	11	0.703	NA	0	0	NA	NA
k141_3486334	4023	No terminal repeats	4	11	0.9182	NA	0	0.7223	NA	NA
k141_1015310	4023	No terminal repeats	5	11	0.8877	NA	0	0	NA	NA
k141_2609740	4023	No terminal repeats	7	11	0.8402	NA	0	1.5791	NA	NA
k141_2881030	4023	No terminal repeats	7	11	0.7191	NA	0	0	NA	NA
k141_3172600	4023	No terminal repeats	2	11	0.7096	NA	0	1.1034	NA	NA
k141_1898257	4022	No terminal repeats	4	11	0.8983	NA	0	0	NA	NA
k141_3547863	4022	No terminal repeats	6	11	0.8348	NA	0	0	NA	NA
k141_3484211	4022	No terminal repeats	3	11	0.8288	NA	0	0	NA	NA
k141_2841754	4022	No terminal repeats	8	11	0.7299	NA	0	0	NA	NA
k141_2746732	4021	No terminal repeats	3	11	0.8296	NA	0	0	NA	NA
k141_2030930	4020	No terminal repeats	4	11	0.842	NA	0	0.9419	NA	NA
k141_370710	4020	No terminal repeats	6	11	0.8062	NA	0	0	NA	NA
k141_1150118	4020	No terminal repeats	5	11	0.7747	NA	0	0.4445	NA	NA
k141_355240	4019	No terminal repeats	6	11	0.956	NA	0	2.451	NA	NA
k141_206058	4019	No terminal repeats	6	11	0.8109	NA	0	1.0403	NA	NA
k141_3696165	4019	No terminal repeats	6	11	0.7055	NA	0	0	NA	NA
k141_3228254	4018	No terminal repeats	3	11	0.7759	NA	0	0	NA	NA
k141_1804656	4018	No terminal repeats	10	11	0.7247	NA	0	0	NA	NA
k141_155908	4018	No terminal repeats	3	11	0.7081	NA	0	0	NA	NA
k141_3226960	4017	No terminal repeats	4	11	0.9853	NA	1	4.4335	NA	NA
k141_1339568	4016	No terminal repeats	6	11	0.8896	NA	0	0	NA	NA
k141_2142048	4016	No terminal repeats	3	11	0.878	NA	0	0	NA	NA
k141_1368817	4016	No terminal repeats	3	11	0.8207	NA	0	0.2399	NA	NA
k141_2104999	4016	No terminal repeats	4	11	0.7417	NA	0	1.1805	NA	NA
k141_1858020	4015	No terminal repeats	7	11	0.9411	NA	0	1.1209	NA	NA
k141_1400837	4015	No terminal repeats	6	11	0.9203	NA	0	0.7886	NA	NA
k141_1279913	4015	No terminal repeats	2	11	0.8504	NA	0	0	NA	NA
k141_2889035	4015	No terminal repeats	4	11	0.811	NA	0	0	NA	NA
k141_2870588	4015	No terminal repeats	5	11	0.7787	NA	0	0	NA	NA
k141_3328793	4015	No terminal repeats	8	11	0.703	NA	0	0	NA	NA
k141_3764259	4014	No terminal repeats	8	11	0.8017	NA	0	0	NA	NA
k141_3623127	4013	No terminal repeats	5	11	0.9783	NA	0	2.1725	NA	NA
k141_1968014	4013	No terminal repeats	6	11	0.7236	NA	0	0	NA	NA
k141_1915775	4012	No terminal repeats	9	11	0.8877	NA	0	0.0375	NA	NA
k141_2477252	4012	No terminal repeats	8	11	0.8246	NA	0	0	NA	NA
k141_677358	4012	No terminal repeats	3	11	0.772	NA	0	0.2233	NA	NA
k141_1271752	4011	No terminal repeats	6	11	0.8604	NA	0	0	NA	NA
k141_66702	4011	No terminal repeats	4	11	0.8475	NA	0	0.7708	NA	NA
k141_1249802	4011	No terminal repeats	4	11	0.7478	NA	0	0.0489	NA	NA
k141_2862429	4010	No terminal repeats	4	11	0.7436	NA	0	0	NA	NA
k141_3685514	4010	No terminal repeats	6	11	0.7273	NA	0	0	NA	NA
k141_1721	4009	No terminal repeats	4	11	0.9473	NA	0	1.4636	NA	NA
k141_2298960	4009	No terminal repeats	9	11	0.851	NA	0	0	NA	NA
k141_406465	4009	No terminal repeats	4	11	0.7011	NA	0	0	NA	NA
k141_3530118	4007	No terminal repeats	9	11	0.8274	NA	0	0	NA	NA
k141_2797702	4007	No terminal repeats	6	11	0.7171	NA	0	0.2163	NA	NA
k141_1499806	4007	No terminal repeats	5	11	0.7147	NA	0	0	NA	NA
k141_928684	4006	No terminal repeats	5	11	0.872	NA	0	2.1147	NA	NA
k141_2563811	4006	No terminal repeats	5	11	0.7304	NA	0	0.822	NA	NA
k141_203772	4006	No terminal repeats	5	11	0.7249	NA	0	0.0415	NA	NA
k141_3430085	4005	No terminal repeats	4	11	0.8677	NA	0	0.32	NA	NA
k141_2990400	4005	No terminal repeats	5	11	0.8434	NA	0	0	NA	NA
k141_3594901	4005	No terminal repeats	3	11	0.7627	NA	0	0	NA	NA
k141_2381390	4005	No terminal repeats	6	11	0.7577	NA	0	0	NA	NA
k141_1714947	4004	No terminal repeats	8	11	0.8749	NA	0	0	NA	NA
k141_2703653	4004	No terminal repeats	6	11	0.8642	NA	0	0	NA	NA
k141_2561112	4004	No terminal repeats	4	11	0.8186	NA	0	0	NA	NA
k141_3378245	4004	No terminal repeats	4	11	0.7208	NA	0	0	NA	NA
k141_3003870	4004	No terminal repeats	9	11	0.7203	NA	0	0	NA	NA
k141_2898832	4003	DTR	8	11	0.8049	NA	0	0	NA	NA
k141_275797	4003	No terminal repeats	3	11	0.9184	NA	0	0.7961	NA	NA
k141_1295762	4003	No terminal repeats	3	11	0.8848	NA	0	0	NA	NA
k141_994474	4003	No terminal repeats	3	11	0.8742	NA	0	0.8411	NA	NA
k141_1993346	4003	No terminal repeats	8	11	0.7931	NA	0	0	NA	NA
k141_2165176	4003	No terminal repeats	5	11	0.7891	NA	0	0.916	NA	NA
k141_2702999	4002	No terminal repeats	6	11	0.891	NA	0	0	NA	NA
k141_1009986	4001	No terminal repeats	5	11	0.8586	NA	0	0	NA	NA
k141_1305566	4001	No terminal repeats	5	11	0.7859	NA	0	0	NA	NA
k141_1566583	4000	No terminal repeats	2	11	0.8348	NA	0	0.4693	NA	NA
k141_2818932	4000	No terminal repeats	5	11	0.8323	NA	0	0	NA	NA
k141_2932171	4000	No terminal repeats	5	11	0.7578	NA	0	0	NA	NA
k141_1496704	3999	No terminal repeats	5	11	0.9252	NA	0	0.3352	NA	NA
k141_2673781	3999	No terminal repeats	7	11	0.9128	NA	0	0	NA	NA
k141_51347	3999	No terminal repeats	7	11	0.8619	NA	0	0	NA	NA
k141_3059269	3999	No terminal repeats	5	11	0.8365	NA	0	0	NA	NA
k141_2267376	3999	No terminal repeats	7	11	0.7322	NA	0	0	NA	NA
k141_2513614	3998	No terminal repeats	5	11	0.9894	NA	1	6.0724	NA	NA
k141_2309019	3998	No terminal repeats	5	11	0.9584	NA	0	0.5229	NA	NA
k141_2403694	3998	No terminal repeats	7	11	0.8477	NA	0	0	NA	NA
k141_2671724	3998	No terminal repeats	3	11	0.8283	NA	0	0	NA	NA
k141_3398623	3998	No terminal repeats	5	11	0.7476	NA	0	0	NA	NA
k141_542399	3997	No terminal repeats	7	11	0.8893	NA	0	0	NA	NA
k141_1553633	3996	DTR	4	11	0.8985	NA	0	0	NA	NA
k141_958809	3996	No terminal repeats	5	11	0.9891	NA	0	3.3152	NA	NA
k141_1840774	3995	No terminal repeats	5	11	0.9678	NA	0	1.5869	NA	NA
k141_1659770	3995	No terminal repeats	5	11	0.8176	NA	0	0	NA	NA
k141_3679497	3995	No terminal repeats	5	11	0.8	NA	0	0	NA	NA
k141_2575614	3995	No terminal repeats	5	11	0.7866	NA	0	0	NA	NA
k141_1503463	3995	No terminal repeats	1	11	0.7756	NA	0	0	NA	NA
k141_3428853	3995	No terminal repeats	6	11	0.7623	NA	0	0	NA	NA
k141_255050	3994	No terminal repeats	5	11	0.7493	NA	0	0	NA	NA
k141_1446122	3994	No terminal repeats	5	11	0.7231	NA	0	0.5503	NA	NA
k141_3800338	3993	DTR	5	11	0.9563	NA	0	2.1942	NA	NA
k141_3573144	3993	No terminal repeats	5	11	0.7282	NA	0	0	NA	NA
k141_3457080	3993	No terminal repeats	4	11	0.7082	NA	0	0	NA	NA
k141_1450798	3992	No terminal repeats	5	11	0.8521	NA	0	0	NA	NA
k141_117386	3992	No terminal repeats	5	11	0.797	NA	0	0.5538	NA	NA
k141_981935	3991	No terminal repeats	7	11	0.9174	NA	0	1.0862	NA	NA
k141_2925044	3991	No terminal repeats	5	11	0.8592	NA	0	0	NA	NA
k141_2189553	3991	No terminal repeats	4	11	0.7909	NA	0	0.1811	NA	NA
k141_3221824	3990	DTR	4	11	0.8837	NA	0	0	NA	NA
k141_3185466	3990	No terminal repeats	6	11	0.809	NA	0	0	NA	NA
k141_205772	3989	No terminal repeats	4	11	0.9684	NA	0	1.3214	NA	NA
k141_3436008	3989	No terminal repeats	2	11	0.8327	NA	0	0	NA	NA
k141_694282	3988	No terminal repeats	5	11	0.821	NA	0	0	NA	NA
k141_3683814	3988	No terminal repeats	5	11	0.8166	NA	0	0.3234	NA	NA
k141_3409889	3987	No terminal repeats	7	11	0.8214	NA	0	0	NA	NA
k141_1967362	3987	No terminal repeats	2	11	0.7452	NA	0	0	NA	NA
k141_2202011	3986	No terminal repeats	9	11	0.7658	NA	0	0	NA	NA
k141_180075	3986	No terminal repeats	8	11	0.7567	NA	0	0	NA	NA
k141_3563058	3986	No terminal repeats	9	11	0.7037	NA	0	0	NA	NA
k141_3251865	3985	ITR	5	11	0.7116	NA	0	0	NA	NA
k141_942693	3984	No terminal repeats	3	11	0.9037	NA	0	1.1166	NA	NA
k141_3003510	3984	No terminal repeats	5	11	0.8547	NA	0	0.6051	NA	NA
k141_2731817	3983	No terminal repeats	7	11	0.9161	NA	0	0.412	NA	NA
k141_2104688	3983	No terminal repeats	5	11	0.875	NA	0	0	NA	NA
k141_865921	3983	No terminal repeats	4	11	0.7091	NA	0	0	NA	NA
k141_1563397	3981	No terminal repeats	3	11	0.9033	NA	0	0	NA	NA
k141_781968	3981	No terminal repeats	3	11	0.7641	NA	0	0	NA	NA
k141_3022544	3980	No terminal repeats	5	11	0.9764	NA	1	2.8346	NA	NA
k141_1280615	3980	No terminal repeats	8	11	0.8134	NA	0	2.3234	NA	NA
k141_927137	3979	No terminal repeats	5	11	0.898	NA	0	0	NA	NA
k141_164410	3979	No terminal repeats	6	11	0.8966	NA	0	0.5648	NA	NA
k141_921362	3979	No terminal repeats	3	11	0.7212	NA	0	0	NA	NA
k141_3259384	3978	No terminal repeats	8	11	0.8233	NA	0	0	NA	NA
k141_3214443	3978	No terminal repeats	5	11	0.7682	NA	0	0	NA	NA
k141_1892175	3977	No terminal repeats	4	11	0.9949	NA	0	6.7531	NA	NA
k141_3327194	3977	No terminal repeats	5	11	0.991	NA	0	3.6015	NA	NA
k141_3155197	3977	No terminal repeats	5	11	0.987	NA	0	2.5053	NA	NA
k141_1331125	3977	No terminal repeats	6	11	0.8828	NA	0	0	NA	NA
k141_2104596	3977	No terminal repeats	4	11	0.8083	NA	0	0.8335	NA	NA
k141_3417709	3976	No terminal repeats	5	11	0.9235	NA	0	0.4726	NA	NA
k141_18656	3976	No terminal repeats	9	11	0.7331	NA	0	0	NA	NA
k141_1393457	3975	No terminal repeats	8	11	0.8943	NA	0	0	NA	NA
k141_3225817	3975	No terminal repeats	6	11	0.8768	NA	0	0	NA	NA
k141_1606320	3975	No terminal repeats	7	11	0.7903	NA	0	0	NA	NA
k141_3434897	3975	No terminal repeats	9	11	0.7406	NA	0	0	NA	NA
k141_2689591	3974	No terminal repeats	8	11	0.8545	NA	0	0	NA	NA
k141_1398858	3973	No terminal repeats	3	11	0.791	NA	0	0	NA	NA
k141_420950	3973	No terminal repeats	5	11	0.7094	NA	0	0	NA	NA
k141_3597759	3972	No terminal repeats	6	11	0.8298	NA	0	0.2936	NA	NA
k141_1593476	3971	No terminal repeats	5	11	0.9769	NA	0	2.4193	NA	NA
k141_1093625	3971	No terminal repeats	5	11	0.8138	NA	0	0	NA	NA
k141_2894898	3970	No terminal repeats	6	11	0.8279	NA	0	0	NA	NA
k141_141429	3970	No terminal repeats	4	11	0.7902	NA	0	0	NA	NA
k141_3708209	3970	No terminal repeats	3	11	0.7092	NA	0	0	NA	NA
k141_3107127	3969	No terminal repeats	4	11	0.8206	NA	0	0	NA	NA
k141_3248633	3969	No terminal repeats	5	11	0.811	NA	0	0.9727	NA	NA
k141_2872917	3969	No terminal repeats	4	11	0.7604	NA	0	0	NA	NA
k141_1081855	3968	No terminal repeats	8	11	0.8554	NA	0	0	NA	NA
k141_2943287	3968	No terminal repeats	6	11	0.8389	NA	0	0	NA	NA
k141_1299723	3968	No terminal repeats	5	11	0.7803	NA	0	0	NA	NA
k141_3230809	3968	No terminal repeats	3	11	0.7733	NA	0	0	NA	NA
k141_619860	3968	No terminal repeats	5	11	0.7163	NA	0	0	NA	NA
k141_2214645	3967	No terminal repeats	9	11	0.8566	NA	0	0	NA	NA
k141_3425649	3967	No terminal repeats	7	11	0.8385	NA	0	0	NA	NA
k141_1020278	3967	No terminal repeats	4	11	0.8091	NA	0	0	NA	NA
k141_2938561	3967	No terminal repeats	9	11	0.7888	NA	0	0	NA	NA
k141_2523533	3967	No terminal repeats	5	11	0.7829	NA	0	0	NA	NA
k141_2113312	3966	No terminal repeats	7	11	0.9613	NA	0	1.7183	NA	NA
k141_2726571	3966	No terminal repeats	6	11	0.9603	NA	0	1.564	NA	NA
k141_3587772	3966	No terminal repeats	4	11	0.74	NA	0	0	NA	NA
k141_1498117	3966	No terminal repeats	4	11	0.721	NA	0	0	NA	NA
k141_2578982	3965	No terminal repeats	5	11	0.8093	NA	0	0	NA	NA
k141_3436657	3965	No terminal repeats	5	11	0.808	NA	0	0	NA	NA
k141_781586	3965	No terminal repeats	5	11	0.7785	NA	0	0.1967	NA	NA
k141_2442075	3965	No terminal repeats	5	11	0.778	NA	0	0	NA	NA
k141_1643767	3964	No terminal repeats	5	11	0.8689	NA	0	0	NA	NA
k141_2488149	3964	No terminal repeats	7	11	0.8324	NA	0	0	NA	NA
k141_1920484	3964	No terminal repeats	4	11	0.7804	NA	0	0	NA	NA
k141_2720943	3963	No terminal repeats	4	11	0.9105	NA	0	1.6642	NA	NA
k141_1086066	3963	No terminal repeats	7	11	0.8508	NA	0	0.5699	NA	NA
k141_3422844	3963	No terminal repeats	3	11	0.8299	NA	0	0	NA	NA
k141_2189009	3962	No terminal repeats	5	11	0.9045	NA	0	0	NA	NA
k141_757478	3961	No terminal repeats	6	11	0.897	NA	0	0.992	NA	NA
k141_3254364	3961	No terminal repeats	7	11	0.8554	NA	0	0	NA	NA
k141_17307	3961	No terminal repeats	4	11	0.8426	NA	0	0.6174	NA	NA
k141_3707043	3961	No terminal repeats	5	11	0.8411	NA	0	0	NA	NA
k141_805886	3960	No terminal repeats	4	11	0.7353	NA	0	0	NA	NA
k141_1674493	3960	No terminal repeats	4	11	0.7039	NA	0	0	NA	NA
k141_2809761	3958	No terminal repeats	2	11	0.9165	NA	0	0.2639	NA	NA
k141_1756246	3958	No terminal repeats	3	11	0.8307	NA	0	0.7816	NA	NA
k141_877531	3958	No terminal repeats	5	11	0.7659	NA	0	0.3868	NA	NA
k141_1976266	3957	No terminal repeats	6	11	0.8738	NA	0	0	NA	NA
k141_607720	3957	No terminal repeats	5	11	0.8586	NA	0	0	NA	NA
k141_2997836	3957	No terminal repeats	3	11	0.852	NA	0	0	NA	NA
k141_2794981	3957	No terminal repeats	8	11	0.8398	NA	0	0	NA	NA
k141_3296506	3957	No terminal repeats	7	11	0.8236	NA	0	0.5671	NA	NA
k141_2848546	3957	No terminal repeats	4	11	0.7492	NA	0	0.4697	NA	NA
k141_2470233	3957	No terminal repeats	4	11	0.7145	NA	0	0.4479	NA	NA
k141_1460935	3956	No terminal repeats	5	11	0.8765	NA	0	0	NA	NA
k141_1366780	3956	No terminal repeats	5	11	0.8375	NA	0	0	NA	NA
k141_1341642	3955	No terminal repeats	7	11	0.8601	NA	0	0	NA	NA
k141_2063645	3955	No terminal repeats	6	11	0.849	NA	0	0	NA	NA
k141_3568176	3954	No terminal repeats	5	11	0.989	NA	0	3.3428	NA	NA
k141_1727330	3954	No terminal repeats	5	11	0.9317	NA	0	2.2254	NA	NA
k141_2937043	3954	No terminal repeats	6	11	0.874	NA	0	0	NA	NA
k141_2750765	3954	No terminal repeats	5	11	0.828	NA	0	0	NA	NA
k141_3628043	3954	No terminal repeats	6	11	0.7833	NA	0	0	NA	NA
k141_19801	3954	No terminal repeats	6	11	0.763	NA	0	0	NA	NA
k141_2206912	3954	No terminal repeats	3	11	0.7272	NA	0	0	NA	NA
k141_3251209	3953	No terminal repeats	5	11	0.8034	NA	0	0.1698	NA	NA
k141_1854038	3953	No terminal repeats	6	11	0.7852	NA	0	0	NA	NA
k141_2996160	3953	No terminal repeats	7	11	0.7568	NA	0	0	NA	NA
k141_3716307	3952	No terminal repeats	4	11	0.8943	NA	0	0	NA	NA
k141_2834842	3952	No terminal repeats	6	11	0.8657	NA	0	0	NA	NA
k141_3136822	3952	No terminal repeats	4	11	0.7913	NA	0	0	NA	NA
k141_1566388	3951	No terminal repeats	8	11	0.8862	NA	0	0	NA	NA
k141_2916267	3951	No terminal repeats	6	11	0.7316	NA	0	0	NA	NA
k141_937744	3950	No terminal repeats	3	11	0.9695	NA	0	0.5617	NA	NA
k141_2859522	3950	No terminal repeats	7	11	0.851	NA	0	0	NA	NA
k141_112308	3950	No terminal repeats	5	11	0.8443	NA	0	0	NA	NA
k141_2353176	3950	No terminal repeats	4	11	0.7715	NA	0	0.2469	NA	NA
k141_1770896	3950	No terminal repeats	6	11	0.7223	NA	0	0	NA	NA
k141_2413289	3949	No terminal repeats	8	11	0.9747	NA	0	1.5801	NA	NA
k141_1340974	3949	No terminal repeats	5	11	0.8527	NA	0	0.3172	NA	NA
k141_3123918	3948	No terminal repeats	4	11	0.9732	NA	0	0.9569	NA	NA
k141_2687927	3947	No terminal repeats	6	11	0.8743	NA	0	0	NA	NA
k141_3750787	3947	No terminal repeats	2	11	0.8484	NA	0	1.1034	NA	NA
k141_1903485	3947	No terminal repeats	4	11	0.718	NA	0	0	NA	NA
k141_3785747	3946	No terminal repeats	7	11	0.9891	NA	0	5.1349	NA	NA
k141_904925	3946	No terminal repeats	4	11	0.9102	NA	0	0.2924	NA	NA
k141_2837752	3946	No terminal repeats	7	11	0.8674	NA	0	0	NA	NA
k141_2192840	3946	No terminal repeats	4	11	0.8552	NA	0	0	NA	NA
k141_1372716	3946	No terminal repeats	4	11	0.855	NA	0	0	NA	NA
k141_579601	3946	No terminal repeats	5	11	0.8189	NA	0	0	NA	NA
k141_3005968	3946	No terminal repeats	7	11	0.7665	NA	0	0	NA	NA
k141_777859	3946	No terminal repeats	4	11	0.7642	NA	0	0	NA	NA
k141_2023237	3945	No terminal repeats	7	11	0.8855	NA	0	0	NA	NA
k141_2406494	3945	No terminal repeats	6	11	0.8544	NA	0	0	NA	NA
k141_3500790	3945	No terminal repeats	4	11	0.7958	NA	0	0.8481	NA	NA
k141_1086211	3944	No terminal repeats	4	11	0.8623	NA	0	0.9241	NA	NA
k141_3514779	3944	No terminal repeats	6	11	0.832	NA	0	0.5554	NA	NA
k141_2870579	3944	No terminal repeats	6	11	0.8089	NA	0	0	NA	NA
k141_1324892	3943	No terminal repeats	7	11	0.8423	NA	0	0	NA	NA
k141_1790530	3943	No terminal repeats	4	11	0.7961	NA	0	0.5614	NA	NA
k141_2948062	3942	No terminal repeats	7	11	0.9423	NA	0	1.4925	NA	NA
k141_2685819	3942	No terminal repeats	4	11	0.8176	NA	0	0	NA	NA
k141_3383285	3942	No terminal repeats	5	11	0.7673	NA	0	0	NA	NA
k141_2865982	3942	No terminal repeats	5	11	0.7156	NA	0	0	NA	NA
k141_3377190	3941	No terminal repeats	7	11	0.8942	NA	0	0	NA	NA
k141_2833404	3941	No terminal repeats	7	11	0.8686	NA	0	0	NA	NA
k141_1739255	3941	No terminal repeats	4	11	0.7246	NA	0	0	NA	NA
k141_78894	3940	No terminal repeats	6	11	0.9874	NA	0	1.7183	NA	NA
k141_208304	3940	No terminal repeats	6	11	0.87	NA	0	0	NA	NA
k141_3694082	3940	No terminal repeats	6	11	0.7409	NA	0	0	NA	NA
k141_2980818	3939	No terminal repeats	4	11	0.8754	NA	0	0	NA	NA
k141_218553	3939	No terminal repeats	5	11	0.7647	NA	0	0	NA	NA
k141_2512324	3939	No terminal repeats	5	11	0.7462	NA	0	0.3982	NA	NA
k141_3081485	3939	No terminal repeats	8	11	0.7344	NA	0	0	NA	NA
k141_3319616	3938	No terminal repeats	8	11	0.9852	NA	0	4.6476	NA	NA
k141_2424650	3938	No terminal repeats	4	11	0.8734	NA	0	0.687	NA	NA
k141_1138048	3938	No terminal repeats	5	11	0.7653	NA	0	0	NA	NA
k141_2832554	3938	No terminal repeats	4	11	0.7256	NA	0	0	NA	NA
k141_876800	3937	No terminal repeats	4	11	0.8663	NA	0	0	NA	NA
k141_833718	3937	No terminal repeats	7	11	0.8352	NA	0	0	NA	NA
k141_2520283	3936	No terminal repeats	5	11	0.8422	NA	0	0	NA	NA
k141_532620	3936	No terminal repeats	5	11	0.8002	NA	0	0.0871	NA	NA
k141_2368987	3936	No terminal repeats	3	11	0.787	NA	0	0	NA	NA
k141_3776948	3935	No terminal repeats	1	11	0.8441	NA	0	0	NA	NA
k141_1394723	3935	No terminal repeats	7	11	0.8207	NA	0	0	NA	NA
k141_313358	3934	No terminal repeats	5	11	0.9584	NA	0	2.278	NA	NA
k141_3169025	3933	ITR	3	11	0.8003	NA	0	0	NA	NA
k141_2381971	3932	No terminal repeats	5	11	0.9917	NA	1	2.5895	NA	NA
k141_1239162	3932	No terminal repeats	5	11	0.9059	NA	0	0.6535	NA	NA
k141_648439	3932	No terminal repeats	9	11	0.8617	NA	0	0	NA	NA
k141_3572283	3932	No terminal repeats	8	11	0.8515	NA	0	0	NA	NA
k141_1379113	3932	No terminal repeats	6	11	0.8486	NA	0	0	NA	NA
k141_1904744	3932	No terminal repeats	4	11	0.8406	NA	0	0.2304	NA	NA
k141_2618858	3932	No terminal repeats	8	11	0.7801	NA	0	0	NA	NA
k141_2288940	3932	No terminal repeats	4	11	0.7639	NA	0	0	NA	NA
k141_3215730	3931	No terminal repeats	4	11	0.871	NA	0	0	NA	NA
k141_2386059	3931	No terminal repeats	3	11	0.7188	NA	0	0.6537	NA	NA
k141_3293756	3930	No terminal repeats	8	11	0.9046	NA	0	0	NA	NA
k141_2661541	3930	No terminal repeats	5	11	0.7564	NA	0	0	NA	NA
k141_3517621	3929	No terminal repeats	5	11	0.9827	NA	0	2.6481	NA	NA
k141_741698	3929	No terminal repeats	5	11	0.9396	NA	0	0.3783	NA	NA
k141_309819	3929	No terminal repeats	5	11	0.7322	NA	0	0	NA	NA
k141_556017	3928	No terminal repeats	4	11	0.8716	NA	0	0	NA	NA
k141_3123283	3928	No terminal repeats	6	11	0.7833	NA	0	0	NA	NA
k141_1130009	3928	No terminal repeats	3	11	0.7563	NA	0	0	NA	NA
k141_558056	3927	No terminal repeats	4	11	0.8579	NA	0	0	NA	NA
k141_3259148	3927	No terminal repeats	9	11	0.7512	NA	0	0	NA	NA
k141_2935819	3926	No terminal repeats	6	11	0.8635	NA	0	0	NA	NA
k141_2113914	3925	No terminal repeats	6	11	0.942	NA	1	1.4793	NA	NA
k141_795714	3925	No terminal repeats	3	11	0.7767	NA	0	0	NA	NA
k141_2441100	3924	No terminal repeats	9	11	0.7826	NA	0	0	NA	NA
k141_255577	3924	No terminal repeats	6	11	0.7442	NA	0	0.1902	NA	NA
k141_1805194	3924	No terminal repeats	4	11	0.7426	NA	0	0	NA	NA
k141_3162087	3923	No terminal repeats	6	11	0.9906	NA	0	3.0494	NA	NA
k141_3221660	3923	No terminal repeats	6	11	0.8562	NA	0	0	NA	NA
k141_2991087	3923	No terminal repeats	5	11	0.8164	NA	0	0	NA	NA
k141_606321	3923	No terminal repeats	4	11	0.7836	NA	0	0.5908	NA	NA
k141_257070	3923	No terminal repeats	4	11	0.7768	NA	0	0.1876	NA	NA
k141_1261271	3923	No terminal repeats	4	11	0.715	NA	0	0	NA	NA
k141_807334	3922	No terminal repeats	4	11	0.8862	NA	0	1.5139	NA	NA
k141_3335321	3922	No terminal repeats	7	11	0.721	NA	0	0	NA	NA
k141_3475175	3921	No terminal repeats	7	11	0.8292	NA	0	0.1035	NA	NA
k141_1729647	3920	No terminal repeats	7	11	0.8657	NA	0	0.3523	NA	NA
k141_2139791	3919	No terminal repeats	5	11	0.8131	NA	0	0	NA	NA
